time_s,battery_mV,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s,ppg,temperature_c,ecg_impedance_ohm
0.0,4050.0,-0.04666724712604327,0.057749775386424784,9.735326997556934,0.0038513772767012314,-0.002848499701550698,0.003834197948031885,1.008047225631839,33.05,90000.0
0.01,4050.0,0.014155190266263738,0.0031619403419606428,9.759931866622644,-0.00037874032080529115,-0.000684366655042943,0.0004647633370179383,1.000835808972445,33.05,90000.0
0.02,4050.0,-0.11157965277777407,-0.009043217921261148,9.922077992762338,0.0011320667715397992,-0.0014936303651280458,0.001778528230217349,1.0271000100850678,33.05,90000.0
0.03,4050.0,0.08212706784562455,0.03549275321450044,9.731050852582316,0.0010895117102370903,-0.0014282356831646019,0.00035866479450836553,1.0542755880020345,33.05,90000.0
0.04,4050.0,0.03755719872674209,0.03915807977774846,9.754823378317091,0.00042549717888365664,-0.003038633250142344,0.0023083138161143686,1.072086251251711,33.05,90000.0
0.05,4050.0,-0.017184044825558825,-0.04438233743660401,9.887160055111929,0.0009371688958579006,-0.002009399000484368,-0.00045769180793645345,1.0815312575171199,33.05,90000.0
0.06,4050.0,-0.01835506727577712,-0.038110548161008215,9.767504771543464,0.0010978953762616648,0.001676337798437744,6.0427316904430977e-05,1.0921689932078824,33.05,90000.0
0.07,4050.0,0.01787764265656854,0.041911641600563224,9.841231845320445,0.001602731089272338,-0.0008307912100505972,0.0017866944115560316,1.1157875542427655,33.05,90000.0
0.08,4050.0,-0.01574910541567312,0.030953557800767525,9.672716367670176,0.001247231913485842,0.0010580816670799974,0.00016485105257061115,1.1282334811228483,33.05,90000.0
0.09,4050.0,-0.013292454799957372,-0.012332103109952579,9.749519510646032,0.0028124361068882953,-0.0019293784342766733,0.0021978438453863795,1.1387304824639972,33.05,90000.0
0.1,4050.0,0.042368718522554215,0.0703640332434119,9.836683914457149,0.004838594018839946,-0.0008540497035906556,0.0005533611130096048,1.1511532655766004,33.05,90000.0
0.11,4050.0,0.030285202837208043,-0.005832081499568861,9.706744559103614,0.0024101899595658383,-0.00013739528163125899,-0.0015439527276272882,1.166351261220615,33.05,90000.0
0.12,4050.0,-0.0037732813199217673,-0.11364128593689503,9.817101280371888,0.0019307377342632625,-0.00015743354031201397,0.0007186774455907296,1.1659573645841534,33.05,90000.0
0.13,4050.0,-0.005029432430199798,-0.0468302837959767,9.808591687425128,9.009581604308883e-07,-0.0013052390953270186,0.0032735625734088758,1.1947881807631733,33.05,90000.0
0.14,4050.0,0.00946830033401426,-0.08677425970278745,9.773478335226969,0.0006217138825576597,-0.0009454277013349535,0.0023036701916943746,1.2068205310407683,33.05,90000.0
0.15,4050.0,-0.036128780931652955,0.06740747636900662,9.790382477287846,-0.0009817048914069362,0.00048764922104907633,0.002538750598205234,1.1965385996323694,33.05,90000.0
0.16,4050.0,-0.023756625197348866,0.029726642136650584,9.847943957844736,0.0020587853525904786,-0.0005904210752514363,-0.002182169985113429,1.1778781582831568,33.05,90000.0
0.17,4050.0,0.03225957417732762,0.006984742400175007,9.803411327075892,-0.0006760605049375894,-0.003512097087339148,0.0010027045144733583,1.1967041669436138,33.05,90000.0
0.18,4050.0,-0.007677594500129105,-0.1363666862574275,9.864294094845915,0.0023377162203091725,-0.0018885658838581182,0.0025836025219996336,1.2236024165735295,33.05,90000.0
0.19,4050.0,-0.08087109873420084,-0.08692115556804506,9.85234290850098,0.00033566586090991537,-0.0025814244227208645,0.0013705221069473638,1.2063246401277752,33.05,90000.0
0.2,4050.0,-0.028083032135345926,-0.008869648041996171,9.896884855232193,0.0018911409612468576,-0.0034028654065342057,0.0028946454707756463,1.2252136906255506,33.05,90000.0
0.21,4050.0,0.03863554959331123,-0.1047472386209175,9.781527523092985,0.002117987021244178,9.044975812130236e-05,0.0024498820813322456,1.2050671351485227,33.05,90000.0
0.22,4050.0,-0.013667495081102867,0.05541510487690406,9.81636555206986,-0.0012364868935781058,0.0004587050578956077,0.000959524339614257,1.2259384254374925,33.05,90000.0
0.23,4050.0,-0.008751423681024243,-0.006057721465644838,9.744395145508367,0.0002859226773097838,-0.0021140078012978035,0.0031115066527157473,1.2184814458022033,33.05,90000.0
0.24,4050.0,0.03776560301793285,-0.008420704296824087,9.842789088256342,0.00189503965452457,-0.0014800479759901725,0.003875655867688008,1.2140463197662965,33.05,90000.0
0.25,4050.0,0.10735988788019374,-0.003731046089729835,9.764566902082827,0.0020635693426824804,0.00172843376088425,0.002827899166432394,1.2044798577059797,33.05,90000.0
0.26,4050.0,-0.04196395013386286,-0.055906693011542025,9.842612449820535,0.002511339267844417,-0.0012564046703467798,0.0026679467323423196,1.2082996147629748,33.05,90000.0
0.27,4050.0,0.07932835408178096,-0.061379131471999485,9.789995349846004,0.0009184238750952675,-0.0011566410133454694,4.907542381614912e-05,1.1829107377250476,33.05,90000.0
0.28,4050.0,-0.07237382869971985,-0.11171654018648898,9.796312719833637,0.0012667587532905445,-0.0005994840037194708,0.001967831420093894,1.1924206360163752,33.05,90000.0
0.29,4050.0,0.010295665824281328,0.001381281409763128,9.81984643923651,0.003888078726544933,0.0007842849521216161,0.002135967089818555,1.1766840633097126,33.05,90000.0
0.3,4050.0,-0.06881499997515685,0.023904216668644084,9.762730586492333,0.001674494087823037,-0.00033238321389545946,0.00035395458513966585,1.1890021190797417,33.05,90000.0
0.31,4050.0,0.07951966443040792,-0.013980501167351882,9.767016208287059,0.002544422267870935,0.00046427604680335103,0.0012735518922097966,1.1342755891655396,33.05,90000.0
0.32,4050.0,0.049067945734602256,-0.01662406410546482,9.769696479302596,0.001028752404759857,-0.002380733226413474,0.0008195722236428467,1.1487929069571798,33.05,90000.0
0.33,4050.0,0.06694314183742574,-0.055314734774334184,9.77445274134361,-0.0007045887862806951,0.00017305873639370835,0.003463291161049553,1.125388350521927,33.05,90000.0
0.34,4050.0,-0.05210468226072994,0.014750321953969615,9.842751084444261,0.0020475360841972086,-0.0011485091081621973,0.00031207425522395435,1.1261382790985177,33.05,90000.0
0.35,4050.0,0.04027914924401926,-0.144240676655665,9.78331185707368,0.002157922167281655,-0.002150547807729055,0.0020400983590262434,1.1171867250192136,33.05,90000.0
0.36,4050.0,-0.030538692425834627,-0.06498552674216777,9.772349050064783,0.0027129891366831217,-0.00025571339279713805,0.0016803459947838009,1.0744629239657206,33.05,90000.0
0.37,4050.0,-0.026912505969649187,-0.038741068131064274,9.854273300785444,0.00014064051609347845,0.0025188087774535447,0.0024982597124805555,1.0925547719946442,33.05,90000.0
0.38,4050.0,0.029804591098113366,-0.029919353020127763,9.846570802671241,0.0004096077963137352,-0.0007215196692903832,0.001673472241058343,1.0546530149038094,33.05,90000.0
0.39,4050.0,0.05158600959624145,0.012821861501051827,9.79668071978308,-0.0016206905436217185,0.0004176349697778424,0.00048621148468123515,1.0409592399296683,33.05,90000.0
0.4,4050.0,0.012028065032430799,-0.011321142412681546,9.950615321221713,0.002179264131995812,-0.001390679487471247,0.002089599940482428,1.018973040356086,33.05,90000.0
